Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69,agent-70,agent-71,agent-72,agent-73,agent-74,agent-75,agent-76,agent-77,agent-78,agent-79,agent-80,agent-81,agent-82,agent-83,agent-84,agent-85,agent-86,agent-87,agent-88,agent-89
3,19,68,81,49,30,86,92,87,16,67,60,45,42,27,28,75,96,93,54,7,9,60,50,92,21,31,88,27,43,25,0,95,13,57,56,40,46,85,36,74,91,37,36,42,21,6,57,14,81,81,75,27,26,37,73,95,49,58,32,69,14,81,58,57,56,43,35,72,18,49,83,20,62,91,45,1,27,3,62,73,92,14,23,97,45,77,53,90,47,76,88
3,20,68,81,49,30,86,92,87,16,67,20,80,42,27,28,75,96,93,54,17,9,60,50,92,53,34,85,27,43,25,0,95,13,57,56,40,46,85,36,74,91,37,36,42,21,6,82,14,81,81,75,27,26,37,73,95,49,58,32,49,14,81,58,57,56,43,35,72,18,42,83,20,62,96,45,1,27,3,62,73,92,14,23,97,45,77,53,90,47,76,88
3,21,68,81,49,30,86,92,87,16,67,20,80,42,27,28,75,96,93,54,17,9,60,50,92,53,34,85,27,43,25,0,95,89,57,56,40,46,85,36,74,91,37,36,42,21,6,82,14,81,81,75,27,26,37,73,95,49,58,32,49,14,11,58,57,56,43,35,72,18,42,83,20,62,96,45,1,27,3,62,73,92,14,23,97,45,77,53,90,47,76,88
3,22,68,81,49,30,86,92,87,16,67,20,80,42,27,28,75,96,93,54,17,9,60,50,92,51,35,85,27,43,25,0,95,89,57,56,40,46,85,36,74,91,37,36,42,21,6,82,14,81,81,75,27,36,37,73,95,49,58,2,49,14,11,58,57,56,43,35,72,88,42,83,20,60,96,45,1,27,3,62,73,92,14,23,97,45,77,53,90,47,77,88
3,23,18,81,49,30,86,92,87,16,67,20,80,42,27,28,75,96,93,54,17,9,60,50,92,23,35,85,27,43,25,0,95,83,57,56,50,46,85,36,74,91,37,36,2,21,2,7,14,81,81,74,27,36,37,73,95,49,58,2,49,14,11,98,57,56,43,35,72,88,49,83,20,60,96,45,1,27,3,62,73,92,64,23,97,45,77,53,90,47,96,88
3,24,18,81,49,30,86,92,87,16,67,20,80,82,27,28,75,96,93,54,17,9,60,50,92,23,35,85,67,43,25,0,95,83,57,56,50,46,85,36,74,91,37,36,2,23,5,7,14,81,81,74,27,46,37,73,95,49,53,2,47,14,11,98,57,56,43,35,72,88,49,83,20,60,91,45,1,27,3,62,73,92,64,23,97,45,77,53,90,47,97,88
3,25,18,81,29,30,86,92,87,16,67,20,80,82,27,28,75,98,93,54,17,9,60,50,92,23,35,85,67,43,25,0,95,89,57,56,41,46,85,46,74,91,37,36,2,23,5,7,14,81,81,74,27,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,49,73,20,60,94,45,1,27,3,62,73,92,64,29,97,45,77,53,90,47,96,88
3,26,18,81,29,30,86,92,87,16,67,20,80,82,27,28,75,98,93,54,17,9,60,50,92,23,35,85,67,43,25,60,95,89,57,56,41,46,85,46,74,91,37,36,2,23,5,7,14,81,81,74,48,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,49,73,20,60,24,45,1,27,3,62,73,92,64,29,97,45,77,56,90,47,96,88
3,27,18,81,29,30,86,94,87,16,67,20,80,82,27,28,75,98,93,54,77,9,60,50,92,23,35,85,67,43,25,60,95,89,57,56,41,46,85,46,74,91,37,36,2,23,5,7,14,81,81,74,48,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,49,73,20,62,24,45,1,27,3,62,73,92,64,29,97,45,77,59,90,47,95,88
3,28,18,81,29,30,86,94,87,16,67,20,80,82,27,28,75,98,93,54,77,9,60,50,92,23,35,85,67,43,25,60,95,89,57,56,59,46,85,46,74,91,37,36,2,23,5,7,14,81,81,74,48,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,49,73,20,62,24,45,1,27,7,62,73,92,64,29,97,45,77,59,90,47,95,88
3,29,18,81,29,30,86,94,87,16,67,20,80,82,27,28,75,98,93,54,77,9,60,50,92,23,35,85,67,43,25,60,95,89,57,56,59,46,85,45,74,91,37,36,2,23,5,7,14,81,81,74,48,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,49,73,20,62,24,45,1,27,7,62,73,92,64,29,97,45,77,59,90,47,95,88
3,30,18,81,29,30,86,94,87,16,67,20,80,82,27,28,75,98,93,54,77,9,60,50,92,23,35,85,67,43,25,60,95,89,57,56,59,46,85,45,74,91,37,36,2,23,5,7,14,81,81,74,48,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,49,73,20,62,24,45,1,27,7,62,73,92,64,29,97,45,77,59,90,47,95,88
3,31,18,81,29,30,86,94,87,16,67,20,80,82,27,28,75,98,93,54,77,9,60,50,92,23,35,85,67,43,25,60,95,89,57,56,59,46,85,45,74,91,37,36,2,23,5,7,14,81,81,74,48,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,49,73,20,62,24,45,1,27,7,62,73,92,64,29,97,45,77,59,90,47,94,88
3,32,18,81,29,30,86,94,87,16,67,20,80,82,27,28,75,98,93,54,77,9,60,50,92,23,35,85,67,43,25,60,95,89,57,56,59,46,85,45,74,91,37,36,2,23,5,7,14,81,81,74,48,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,49,73,20,62,24,45,1,27,7,62,73,92,64,29,97,45,77,59,90,47,94,88
3,33,18,81,29,30,86,94,87,16,67,20,80,82,27,28,75,98,93,54,77,9,60,50,92,23,35,85,67,43,25,60,95,89,57,56,59,46,85,45,74,91,37,36,2,23,5,7,14,81,81,74,48,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,49,73,20,62,24,45,1,27,7,62,73,92,64,29,97,45,77,59,90,47,94,88
3,34,18,81,29,30,86,94,87,16,67,20,80,82,27,28,75,98,93,54,77,9,60,50,92,23,35,85,67,43,25,60,95,89,57,56,59,46,85,45,74,91,37,36,2,23,5,7,14,81,81,74,48,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,49,73,20,60,24,45,1,27,7,62,73,92,64,29,97,45,77,59,90,47,94,88
3,35,18,81,29,30,86,94,87,16,67,20,80,82,27,28,75,98,93,54,77,9,60,50,92,23,35,85,67,43,25,60,95,89,57,56,59,46,85,45,74,91,37,36,2,23,5,7,14,81,81,74,48,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,49,73,20,60,24,45,1,27,7,62,73,92,64,29,97,45,77,59,90,47,94,88
3,36,18,81,29,30,86,94,87,16,67,20,80,82,27,28,75,98,93,54,77,9,60,50,92,23,35,85,67,43,25,60,95,89,57,56,59,46,85,45,74,91,37,36,2,23,5,7,14,81,81,74,48,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,49,73,20,60,24,45,1,27,7,62,73,92,64,29,97,45,77,59,90,47,94,88
3,37,18,81,29,30,86,94,87,16,67,20,80,82,27,28,75,98,93,54,77,9,60,50,92,23,35,85,67,43,25,60,95,89,57,56,59,46,85,45,74,91,37,36,2,23,5,7,14,81,81,74,48,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,42,73,20,60,24,45,1,27,7,62,73,92,64,29,97,45,77,59,90,47,94,88
3,38,18,81,29,30,86,94,87,16,67,20,80,82,27,28,75,98,93,54,77,9,60,50,92,23,35,85,67,43,25,60,95,89,57,56,49,46,85,45,74,91,37,36,2,23,5,7,14,81,81,74,48,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,42,73,20,60,24,45,1,27,7,62,73,92,64,29,97,45,77,59,90,47,94,88
3,39,18,81,29,30,86,94,87,16,67,20,80,82,27,28,75,98,93,54,77,9,60,50,92,23,35,85,67,43,25,60,95,89,57,56,49,46,85,45,74,91,37,36,2,23,5,7,14,81,81,74,48,46,37,73,98,49,53,2,47,14,11,98,57,56,43,35,72,88,42,73,20,60,24,45,1,27,7,62,73,92,64,29,97,45,77,59,90,47,94,88
4,0,48,4,33,72,64,77,87,32,25,12,84,34,90,72,60,13,79,65,49,87,58,61,93,99,74,79,64,94,55,25,32,66,81,16,10,81,49,24,92,69,26,53,2,49,82,18,28,81,28,70,70,69,41,30,77,19,74,81,27,42,20,76,28,12,65,2,1,9,29,95,97,53,59,44,49,92,63,0,88,36,58,71,43,33,32,58,5,14,62,56
4,1,45,0,32,75,56,64,83,51,22,17,83,32,36,1,60,11,76,65,79,82,44,63,3,94,26,75,25,94,55,25,32,66,81,16,10,81,49,24,92,69,26,53,2,44,38,65,25,10,25,78,78,69,44,59,30,46,79,81,72,42,20,76,28,12,65,2,1,5,24,97,79,73,50,44,42,92,63,0,88,39,52,42,64,33,32,39,81,14,2,56
4,2,45,0,32,75,56,64,83,51,22,17,83,36,39,12,60,10,76,69,19,82,51,68,23,97,2,3,1,95,0,37,96,66,1,76,13,88,39,23,84,74,26,24,65,44,38,65,25,10,25,78,78,65,47,47,31,22,79,8,76,70,90,41,27,72,23,2,2,5,24,97,79,3,56,49,45,32,14,6,80,39,52,73,18,35,33,39,80,11,2,56
4,3,45,0,32,78,36,9,81,72,23,14,86,37,24,53,2,19,76,63,19,82,51,68,23,97,2,3,1,95,0,37,96,66,1,76,13,88,39,23,84,74,26,24,65,44,38,65,25,66,92,71,69,61,48,15,84,22,79,8,76,70,90,41,27,72,23,2,2,5,24,92,19,23,56,49,45,32,14,6,80,39,51,71,18,35,33,19,51,11,22,57
4,4,49,9,39,75,97,4,81,72,23,10,89,37,24,53,2,19,76,63,19,82,51,68,23,97,2,3,1,95,21,36,40,7,51,6,14,88,39,23,84,74,26,24,65,81,98,5,23,50,75,71,61,61,48,15,84,22,79,8,76,63,96,37,25,72,23,2,2,95,27,92,19,23,56,49,45,48,11,6,80,39,57,71,18,38,33,19,51,1,22,50
4,5,49,9,39,70,90,26,81,72,23,10,89,37,24,53,2,19,76,63,19,85,41,68,77,92,42,53,51,95,21,36,40,7,51,6,14,88,39,23,84,74,26,24,65,81,98,5,23,50,72,71,61,61,48,15,84,62,73,8,86,63,96,37,25,72,23,2,2,95,27,92,19,23,56,79,43,48,11,6,80,39,37,71,48,38,33,18,51,1,23,50
4,6,49,8,47,70,90,26,81,72,23,10,89,37,24,53,2,19,76,63,19,85,41,68,77,92,42,53,51,95,21,36,40,7,51,36,15,86,12,23,76,74,26,24,65,81,98,35,25,50,72,71,61,61,48,15,84,62,73,8,86,63,96,37,24,82,33,2,2,95,22,92,19,23,56,79,43,48,74,2,80,39,37,71,48,18,33,18,51,71,25,50
4,7,49,8,47,70,90,26,81,72,23,10,89,37,72,53,2,72,76,63,39,85,41,68,72,92,42,53,51,95,21,36,40,7,51,36,15,88,12,23,76,34,36,24,85,81,98,35,25,50,72,71,61,61,37,15,44,82,77,8,94,63,96,37,24,82,33,62,22,95,22,92,19,23,56,79,43,48,74,9,50,39,37,71,48,18,33,18,51,91,21,53
4,8,49,2,47,70,80,26,31,42,23,10,89,37,72,53,2,72,76,63,39,85,41,68,72,92,42,53,51,85,21,96,55,7,64,36,15,23,12,23,76,34,36,24,85,91,8,35,74,50,62,71,61,61,37,15,44,88,77,3,94,83,46,37,24,82,33,62,22,95,22,94,89,23,56,79,43,8,75,5,50,39,67,71,98,18,33,98,51,91,27,54
4,9,49,2,47,70,80,26,31,42,23,10,89,37,72,53,2,72,36,61,39,85,41,68,38,92,42,93,51,85,21,96,55,7,64,36,15,23,12,23,76,34,36,24,85,91,8,35,74,50,62,71,61,61,37,11,45,88,17,9,61,83,46,37,24,82,33,62,22,95,22,94,89,23,56,99,43,8,75,5,50,39,67,41,18,18,33,98,51,91,51,53
4,10,49,72,56,20,80,26,31,42,23,10,85,37,72,53,2,72,36,61,39,85,41,68,38,92,42,93,51,85,21,96,55,7,64,36,15,23,12,23,76,34,36,24,85,91,71,75,71,50,62,71,11,61,37,11,45,88,17,9,61,83,46,37,24,82,33,62,22,75,22,94,89,23,56,99,43,8,75,5,50,39,97,41,18,18,33,78,51,91,51,54
4,11,49,72,56,20,80,26,31,42,23,10,85,37,72,53,2,72,36,61,39,85,41,68,38,92,42,93,51,85,20,99,5,7,63,96,15,23,12,23,76,34,36,24,85,91,71,75,71,50,62,71,11,61,37,11,45,88,17,9,61,83,46,37,74,82,33,62,22,75,22,94,89,23,56,99,43,18,5,5,50,39,97,41,18,18,33,78,51,41,51,54
4,12,49,72,56,20,80,26,31,42,23,10,85,37,52,23,2,72,36,61,39,85,59,68,38,92,42,93,51,85,20,99,5,7,63,96,15,43,2,23,76,44,36,24,35,91,71,75,71,50,62,71,11,61,37,11,45,85,47,29,61,83,46,37,74,42,13,72,22,45,22,94,89,24,21,99,43,18,5,5,58,39,97,51,14,18,33,78,11,41,51,54
4,13,49,88,56,20,80,26,31,42,23,80,85,37,58,23,2,72,36,61,39,85,59,68,38,92,42,93,58,85,20,99,5,9,63,96,15,43,2,23,76,44,36,24,35,91,40,75,71,50,62,71,11,61,37,11,45,88,47,29,64,83,86,37,74,42,53,72,22,45,22,94,89,25,21,99,43,18,95,5,58,37,97,51,44,12,33,78,11,41,51,53
4,14,49,88,56,20,80,26,31,42,23,80,85,37,58,23,2,72,36,61,39,85,59,68,38,92,42,93,58,85,20,99,5,9,63,96,15,43,2,23,76,44,36,24,35,91,40,75,75,50,62,71,11,61,37,11,42,88,47,29,64,83,86,37,74,42,53,72,22,45,32,94,89,25,21,99,43,18,95,5,58,37,97,51,94,12,33,78,11,41,51,53
4,15,49,88,56,20,80,26,31,42,23,80,85,37,58,23,2,72,36,61,39,85,59,68,38,92,42,93,58,85,20,99,5,9,61,96,15,43,2,29,76,44,36,24,35,91,40,75,75,50,62,71,11,61,37,11,42,88,47,29,64,93,86,57,74,52,56,72,22,45,32,94,89,25,21,99,43,18,97,9,58,37,97,51,94,12,93,78,11,41,51,53
4,16,49,88,56,20,80,26,1,42,23,80,85,37,58,23,2,72,36,61,39,85,59,68,38,92,42,93,58,85,20,99,5,9,61,96,15,43,2,29,76,44,36,24,35,91,40,75,71,43,62,71,11,61,37,11,42,88,47,29,64,93,86,57,74,52,56,72,22,45,32,92,84,27,21,99,43,18,97,9,58,37,97,51,94,12,93,78,11,41,51,54
4,17,49,88,56,20,80,26,1,42,23,80,85,37,58,23,2,72,36,61,39,85,59,68,38,92,42,93,58,85,20,99,5,19,23,96,15,43,2,29,76,44,36,24,35,91,40,75,71,43,62,71,11,61,37,11,42,88,47,29,66,95,86,57,74,52,56,72,22,45,32,92,84,27,21,99,43,18,97,9,58,37,97,51,64,18,93,78,11,41,51,53
4,18,49,88,86,20,80,26,1,42,23,80,85,37,58,28,2,72,36,61,39,85,59,68,38,92,42,93,58,85,20,99,5,19,23,96,15,43,2,29,76,44,86,24,35,91,40,75,76,43,62,71,11,61,37,11,42,88,47,29,66,95,86,57,74,52,56,72,22,45,32,92,84,27,21,99,43,18,97,9,58,37,97,51,64,18,93,71,11,41,51,54
4,19,49,88,86,20,10,26,1,42,23,80,85,36,58,28,2,72,36,61,39,85,59,68,32,92,82,93,58,85,20,99,5,19,23,96,15,43,2,29,76,44,86,24,35,91,40,75,76,40,62,71,11,61,37,11,42,85,47,29,66,95,86,57,74,52,56,72,22,45,32,92,84,27,53,99,43,18,97,9,58,37,97,51,14,18,93,71,11,41,51,53
4,20,49,88,86,20,10,36,1,42,23,80,85,36,58,28,9,72,36,61,39,85,59,68,32,92,82,93,58,85,20,99,5,19,23,96,85,43,2,29,76,44,86,24,35,91,40,75,74,40,62,71,11,61,7,11,42,85,47,29,66,95,86,57,74,52,56,72,22,45,32,92,84,27,53,99,43,18,97,9,58,37,97,51,14,88,93,77,11,41,51,53
4,21,49,88,86,20,10,36,1,42,23,80,85,36,58,28,9,72,36,61,39,85,59,68,32,92,82,93,58,85,20,99,5,19,23,96,85,43,2,29,76,4,86,24,35,91,40,75,74,40,62,71,11,61,7,61,42,86,47,29,66,95,86,57,74,92,56,72,22,45,32,92,84,27,23,99,43,18,97,9,58,37,97,51,94,88,93,77,11,41,51,54
4,22,49,88,6,20,10,36,1,42,23,80,85,36,58,28,9,72,36,61,39,81,59,68,32,92,82,93,58,85,20,99,5,19,23,96,85,43,2,29,76,4,86,24,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,56,72,22,45,32,92,84,27,23,99,43,18,97,9,58,37,97,51,14,88,93,79,11,41,51,53
4,23,49,88,6,20,10,36,1,42,23,80,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,19,23,96,85,43,2,29,76,4,86,24,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,56,72,22,45,32,92,84,27,23,99,43,18,97,9,58,37,97,51,44,88,93,79,19,41,51,54
4,24,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,19,23,96,85,43,2,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,56,72,22,25,32,92,84,27,23,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,53
4,25,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,56,72,22,25,32,92,84,27,23,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,54
4,26,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,51,72,22,25,32,92,84,27,23,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,54
4,27,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,51,72,22,25,32,92,84,27,23,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,53
4,28,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,51,72,22,25,32,92,84,27,23,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,54
4,29,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,51,72,22,25,32,92,84,27,23,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,54
4,30,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,51,72,22,25,32,92,84,27,23,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,54
4,31,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,51,72,22,25,32,92,84,27,23,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,54
4,32,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,51,72,22,25,32,92,84,27,23,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,54
4,33,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,51,72,22,25,32,92,84,27,23,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,54
4,34,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,51,72,22,25,32,92,84,27,23,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,54
4,35,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,51,72,22,25,32,92,84,27,23,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,54
4,36,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,51,72,22,25,32,92,84,27,21,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,53
4,37,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,51,72,22,25,32,92,84,27,21,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,54
4,38,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,51,72,22,25,32,92,84,27,21,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,53
4,39,49,88,6,20,10,46,1,42,23,70,85,36,58,28,9,72,36,61,39,81,59,68,48,92,82,93,58,85,20,99,5,79,23,96,85,43,62,29,76,4,86,44,35,91,40,75,94,40,12,71,11,61,7,61,42,86,87,69,66,95,86,57,74,92,51,72,22,25,32,92,84,27,21,99,43,18,27,9,50,35,97,51,44,82,93,79,19,41,51,53
