Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69
4,18,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,80,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,69,47,79,94,19,1,59,79,74,47,40,7,5,26,18,84,86,63,20,29,63,40,5,50,91,28,67,78,84,74,73,44,26,57
4,19,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,80,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,69,47,79,94,19,1,59,79,74,47,40,7,5,26,18,84,86,63,20,29,63,40,5,50,91,28,67,78,84,74,73,44,26,57
4,20,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,80,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,69,47,79,94,19,1,59,79,74,47,40,7,5,26,18,84,86,63,20,29,63,40,5,50,91,28,67,78,84,74,73,44,26,57
4,21,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,80,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,69,47,79,94,19,1,59,79,74,47,40,7,5,26,18,84,86,63,20,29,63,40,5,50,91,28,67,78,84,74,73,44,26,57
4,22,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,80,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,69,47,79,94,19,1,59,79,74,47,40,7,5,26,18,84,86,63,20,29,63,40,5,50,91,28,67,78,84,74,73,44,6,57
4,23,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,80,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,69,47,79,94,19,1,59,79,74,47,40,7,5,26,18,84,86,63,20,29,63,40,5,50,91,28,67,78,84,74,73,44,6,57
4,24,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,80,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,69,47,79,94,19,1,59,79,74,47,40,7,5,26,18,84,86,63,20,29,63,40,5,50,91,28,67,78,84,74,73,44,26,57
4,25,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,80,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,69,47,79,94,19,1,59,79,74,47,40,7,5,26,18,84,86,63,20,29,63,40,5,50,91,28,67,78,84,74,73,44,6,57
4,26,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,80,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,69,47,79,94,19,1,59,79,74,47,40,7,5,26,18,84,86,63,20,29,63,40,5,50,91,28,67,78,84,74,73,44,6,57
4,27,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,80,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,61,47,79,94,19,1,59,79,74,47,40,7,5,26,18,84,86,63,20,29,63,40,5,50,91,28,67,78,84,74,73,44,26,57
4,28,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,80,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,61,47,79,94,19,1,59,79,74,47,40,7,5,26,18,84,86,63,20,29,63,40,5,50,91,28,67,78,84,74,73,44,6,57
4,29,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,89,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,61,47,79,94,19,1,59,79,75,47,40,7,5,26,18,84,86,63,20,29,63,46,5,50,91,28,67,77,84,74,73,44,6,57
4,30,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,89,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,61,47,79,94,19,1,59,79,75,47,40,7,5,26,18,84,86,63,20,29,63,46,5,50,91,28,67,77,84,74,73,44,28,57
4,31,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,89,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,61,47,79,94,19,1,59,79,75,47,40,7,5,26,18,84,86,63,20,29,63,46,5,50,91,28,67,77,84,74,73,44,3,57
4,32,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,89,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,61,47,79,94,19,1,59,79,75,47,40,7,5,26,18,84,86,63,20,29,63,46,5,50,91,28,67,77,84,74,73,44,8,57
4,33,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,89,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,61,47,79,94,19,1,59,79,75,47,40,7,5,26,18,84,86,63,20,29,63,46,5,50,91,28,67,77,84,74,73,44,8,57
4,34,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,89,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,61,47,79,94,19,1,59,79,75,47,40,7,5,26,18,84,86,63,20,29,63,46,5,50,91,28,67,77,84,74,73,44,8,57
4,35,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,89,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,61,47,79,94,19,1,59,79,75,47,40,7,5,26,18,4,86,63,20,29,63,46,5,50,91,28,67,77,84,74,73,44,25,57
4,36,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,89,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,61,47,79,94,19,1,59,79,75,47,40,7,5,26,18,4,86,63,20,29,63,46,5,50,91,28,67,77,84,74,73,44,25,57
4,37,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,89,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,61,47,79,94,19,1,59,79,75,47,40,7,5,26,18,4,86,63,20,29,63,46,5,50,91,28,67,77,84,74,73,44,25,57
4,38,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,89,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,61,47,79,94,19,1,59,79,75,47,40,7,5,26,18,4,86,63,20,29,63,46,5,50,91,28,67,77,84,74,73,44,25,57
4,39,7,63,2,59,88,42,79,78,89,92,44,29,40,86,0,86,5,89,28,36,62,37,51,91,15,37,11,24,87,36,83,77,27,0,83,6,61,47,79,94,19,1,59,79,75,47,40,7,5,26,18,4,86,63,20,29,63,46,5,50,91,28,67,77,84,74,73,44,25,57
